review_id,order_id,customer_id,rating,review_text,review_date
REV00166,ORD00436,CUST0015,1,,21-03-2023
REV00167,ORD00492,CUST0086,5,"Loved It, Will Buy Again.",10-25-2024
REV00168,ORD00265,CUST0287,5,"Great Product, Very Satisfied!",19-06-2024
REV00169,ORD00743,CUST0282,4,Excellent Quality And Fast Delivery.,2024-01-20
REV00170,ORD00251,CUST0220,5,"Loved It, Will Buy Again.",12-26-2023
REV00171,ORD00042,CUST0160,4,"Loved It, Will Buy Again.",02-02-2024
REV00172,ORD00853,CUST0139,5,,10-03-2023
REV00173,ORD00766,CUST0257,2,Product Was Damaged On Arrival.,2024-09-15
REV00174,ORD00612,CUST0116,3,Excellent Quality And Fast Delivery.,2023-06-20
REV00175,ORD00604,CUST0034,3,,04-10-2024
REV00176,ORD00528,CUST0284,3,Good Value For Money.,2024-03-14
REV00177,ORD00284,CUST0079,4,"Great Product, Very Satisfied!",10-01-2023
REV00178,ORD00701,CUST0123,5,,05-09-2024
REV00179,ORD00225,CUST0125,,Excellent Quality And Fast Delivery.,2024-12-18
REV00180,ORD00256,CUST0007,1,"Not As Described, Very Disappointed.",01-05-2024
REV00181,ORD00445,CUST0272,,,06-04-2024
REV00182,ORD00769,CUST0204,4,Excellent Quality And Fast Delivery.,2024-09-04
REV00183,ORD00100,CUST0237,5,"Loved It, Will Buy Again.",29-07-2023
REV00184,ORD00731,CUST0300,5,Excellent Quality And Fast Delivery.,05-30-2024
REV00185,ORD00457,CUST0093,2,Product Was Damaged On Arrival.,14-10-2024
REV00186,ORD00737,CUST0021,3,Good Value For Money.,05-01-2023
REV00187,ORD00099,CUST0247,3,Good Value For Money.,2024-12-17
REV00188,ORD00536,CUST0133,5,"Loved It, Will Buy Again.",02-21-2024
REV00189,ORD00857,CUST0064,4,Excellent Quality And Fast Delivery.,16-02-2024
REV00190,ORD00326,CUST0060,5,"Great Product, Very Satisfied!",17-08-2024
REV00191,ORD00764,CUST0197,5,,03-07-2024
REV00192,ORD00679,CUST0182,2,Product Was Damaged On Arrival.,27-11-2023
REV00193,ORD00619,CUST0034,4,"Loved It, Will Buy Again.",01-07-2023
REV00194,ORD00569,CUST0132,4,,26-10-2023
REV00195,ORD00662,CUST0118,1,"Not As Described, Very Disappointed.",04-12-2024
REV00196,ORD00379,CUST0285,1,"Not As Described, Very Disappointed.",2024-10-17
REV00197,ORD00876,CUST0088,1,"Poor Quality, Waste Of Money.",03-04-2024
REV00198,ORD00338,CUST0124,3,"Loved It, Will Buy Again.",12-15-2023
REV00199,ORD00514,CUST0053,1,Product Was Damaged On Arrival.,27-06-2024
REV00200,ORD00145,CUST0262,4,Excellent Quality And Fast Delivery.,12-10-2023
REV00201,ORD00898,CUST0262,3,Excellent Quality And Fast Delivery.,03-19-2023
REV00202,ORD00317,CUST0084,5,,01-06-2023
REV00203,ORD00154,CUST0234,2,"Poor Quality, Waste Of Money.",2023-12-18
REV00204,ORD00792,CUST0074,3,"Loved It, Will Buy Again.",17-08-2024
REV00205,ORD00194,CUST0032,5,,2024-04-04
REV00206,ORD00652,CUST0028,3,"Loved It, Will Buy Again.",06-09-2023
REV00207,ORD00267,CUST0108,5,Good Value For Money.,2023-07-28
REV00208,ORD00681,CUST0017,,,03-09-2023
REV00209,ORD00013,CUST0293,4,"Loved It, Will Buy Again.",29-02-2024
REV00210,ORD00071,CUST0088,5,Good Value For Money.,2023-12-01
REV00211,ORD00372,CUST0282,5,"Great Product, Very Satisfied!",06-11-2024
REV00212,ORD00209,CUST0225,5,Excellent Quality And Fast Delivery.,2023-10-10
REV00213,ORD00332,CUST0248,3,"Loved It, Will Buy Again.",2024-08-29
REV00214,ORD00245,CUST0100,5,,23-04-2023
REV00215,ORD00285,CUST0163,5,"Loved It, Will Buy Again.",03-02-2023
REV00216,ORD00423,CUST0157,3,Excellent Quality And Fast Delivery.,12-10-2024
REV00217,ORD00820,CUST0075,2,"Not As Described, Very Disappointed.",15-10-2023
REV00218,ORD00031,CUST0185,4,Good Value For Money.,28-10-2024
REV00219,ORD00458,CUST0049,2,"Poor Quality, Waste Of Money.",2024-05-11
REV00220,ORD00330,CUST0117,,Excellent Quality And Fast Delivery.,08-11-2024
REV00221,ORD00385,CUST0294,4,Excellent Quality And Fast Delivery.,2024-02-22
REV00222,ORD00589,CUST0134,5,"Great Product, Very Satisfied!",08-17-2023
REV00223,ORD00899,CUST0135,,"Not As Described, Very Disappointed.",09-30-2023
REV00224,ORD00727,CUST0256,2,Product Was Damaged On Arrival.,2024-04-04
REV00225,ORD00257,CUST0123,4,Good Value For Money.,07-12-2024
REV00226,ORD00291,CUST0290,3,Good Value For Money.,11-03-2024
REV00227,ORD00752,CUST0037,5,"Great Product, Very Satisfied!",12-01-2024
REV00228,ORD00280,CUST0068,5,"Great Product, Very Satisfied!",19-12-2024
REV00229,ORD00415,CUST0202,5,,08-06-2024
REV00230,ORD00817,CUST0202,5,Excellent Quality And Fast Delivery.,12-30-2024
REV00231,ORD00453,CUST0288,5,Excellent Quality And Fast Delivery.,08-25-2023
REV00232,ORD00803,CUST0161,3,"Loved It, Will Buy Again.",10-01-2024
REV00233,ORD00055,CUST0225,4,,11-14-2023
REV00234,ORD00098,CUST0174,5,Excellent Quality And Fast Delivery.,20-09-2023
REV00235,ORD00060,CUST0021,2,"Not As Described, Very Disappointed.",26-09-2024
REV00236,ORD00564,CUST0028,1,Delivery Was Late And Packaging Was Bad.,04-09-2024
REV00237,ORD00142,CUST0200,1,"Not As Described, Very Disappointed.",27-08-2024
REV00238,ORD00274,CUST0058,5,,11-09-2023
REV00239,ORD00660,CUST0194,4,,02-14-2024
REV00240,ORD00017,CUST0221,5,"Loved It, Will Buy Again.",2024-03-20
REV00241,ORD00757,CUST0064,4,"Great Product, Very Satisfied!",20-02-2023
REV00242,ORD00553,CUST0074,5,Excellent Quality And Fast Delivery.,24-06-2024
REV00243,ORD00094,CUST0109,1,"Not As Described, Very Disappointed.",2023-01-31
REV00244,ORD00520,CUST0137,3,Good Value For Money.,11-05-2024
REV00245,ORD00759,CUST0189,2,"Not As Described, Very Disappointed.",10-03-2023
REV00246,ORD00664,CUST0255,1,Product Was Damaged On Arrival.,2024-07-31
REV00247,ORD00228,CUST0146,4,Good Value For Money.,08-11-2024
REV00248,ORD00526,CUST0078,2,"Not As Described, Very Disappointed.",26-04-2024
REV00249,ORD00682,CUST0294,1,,12-02-2023
REV00250,ORD00611,CUST0172,2,"Not As Described, Very Disappointed.",15-12-2024
REV00251,ORD00296,CUST0276,4,"Great Product, Very Satisfied!",26-10-2024
REV00252,ORD00799,CUST0072,3,,2023-08-26
REV00253,ORD00153,CUST0070,2,Delivery Was Late And Packaging Was Bad.,15-04-2023
REV00254,ORD00401,CUST0022,2,"Not As Described, Very Disappointed.",2024-07-12
REV00255,ORD00723,CUST0055,5,Good Value For Money.,2023-01-05
REV00256,ORD00035,CUST0012,2,"Poor Quality, Waste Of Money.",04-04-2024
REV00257,ORD00544,CUST0067,2,Product Was Damaged On Arrival.,12-08-2023
REV00258,ORD00355,CUST0207,4,Good Value For Money.,11-09-2023
REV00259,ORD00881,CUST0236,5,Good Value For Money.,2023-08-19
REV00260,ORD00072,CUST0092,5,Excellent Quality And Fast Delivery.,2024-02-19
REV00261,ORD00509,CUST0033,3,"Great Product, Very Satisfied!",19-10-2024
REV00262,ORD00269,CUST0177,3,"Loved It, Will Buy Again.",08-20-2023
REV00263,ORD00333,CUST0263,3,,16-02-2023
REV00264,ORD00140,CUST0047,5,Good Value For Money.,2024-08-20
REV00265,ORD00479,CUST0258,5,Excellent Quality And Fast Delivery.,2024-04-15
REV00266,ORD00233,CUST0186,4,Good Value For Money.,14-11-2023
REV00267,ORD00801,CUST0149,5,Good Value For Money.,10-05-2023
REV00268,ORD00198,CUST0227,5,"Great Product, Very Satisfied!",01-03-2024
REV00269,ORD00422,CUST0228,4,Good Value For Money.,01-06-2023
REV00270,ORD00878,CUST0136,2,"Poor Quality, Waste Of Money.",03-15-2023
REV00271,ORD00164,CUST0241,1,,04-02-2023
REV00272,ORD00654,CUST0034,1,"Not As Described, Very Disappointed.",22-03-2023
REV00273,ORD00353,CUST0282,2,Delivery Was Late And Packaging Was Bad.,2024-09-11
REV00274,ORD00466,CUST0205,5,Good Value For Money.,2024-07-11
REV00275,ORD00018,CUST0217,5,"Great Product, Very Satisfied!",24-09-2023
REV00276,ORD00009,CUST0277,5,,2024-09-08
REV00277,ORD00302,CUST0148,2,Product Was Damaged On Arrival.,2023-01-03
REV00278,ORD00090,CUST0267,2,Product Was Damaged On Arrival.,13-01-2023
REV00279,ORD00630,CUST0075,4,Good Value For Money.,19-01-2023
REV00280,ORD00097,CUST0203,5,,2024-07-06
REV00281,ORD00574,CUST0166,1,,10-02-2023
REV00282,ORD00706,CUST0237,5,Good Value For Money.,13-02-2024
REV00283,ORD00565,CUST0062,5,"Great Product, Very Satisfied!",13-01-2023
REV00284,ORD00340,CUST0088,5,Good Value For Money.,04-03-2023
REV00285,ORD00110,CUST0269,4,"Loved It, Will Buy Again.",28-07-2023
REV00286,ORD00563,CUST0287,4,"Loved It, Will Buy Again.",07-14-2023
REV00287,ORD00119,CUST0164,4,Good Value For Money.,2024-06-03
REV00288,ORD00429,CUST0087,5,"Loved It, Will Buy Again.",09-11-2024
REV00289,ORD00840,CUST0018,3,,2023-05-01
REV00290,ORD00181,CUST0162,5,Good Value For Money.,24-07-2023
REV00291,ORD00336,CUST0095,5,"Loved It, Will Buy Again.",10-10-2023
REV00292,ORD00804,CUST0275,5,"Great Product, Very Satisfied!",04-09-2023
REV00293,ORD00866,CUST0118,1,Product Was Damaged On Arrival.,10-30-2023
REV00294,ORD00697,CUST0234,5,Excellent Quality And Fast Delivery.,09-07-2024
REV00295,ORD00294,CUST0229,5,"Great Product, Very Satisfied!",08-01-2024
REV00296,ORD00408,CUST0110,4,"Loved It, Will Buy Again.",28-02-2023
REV00297,ORD00118,CUST0287,5,Excellent Quality And Fast Delivery.,10-24-2023
REV00298,ORD00033,CUST0051,5,"Great Product, Very Satisfied!",07-09-2023
REV00299,ORD00794,CUST0247,5,"Loved It, Will Buy Again.",05-16-2023
REV00300,ORD00476,CUST0283,1,"Not As Described, Very Disappointed.",2024-01-20
REV00301,ORD00178,CUST0155,2,"Not As Described, Very Disappointed.",2024-01-29
REV00302,ORD00722,CUST0278,5,,05-12-2024
REV00303,ORD00057,CUST0195,1,"Not As Described, Very Disappointed.",19-02-2023
REV00304,ORD00271,CUST0273,3,"Loved It, Will Buy Again.",09-02-2023
REV00305,ORD00437,CUST0128,3,Good Value For Money.,2024-10-18
REV00306,ORD00419,CUST0052,2,"Poor Quality, Waste Of Money.",2024-08-24
REV00307,ORD00875,CUST0069,3,Excellent Quality And Fast Delivery.,2023-06-18
REV00308,ORD00056,CUST0219,5,Excellent Quality And Fast Delivery.,2023-05-19
REV00309,ORD00712,CUST0087,2,"Poor Quality, Waste Of Money.",16-04-2024
REV00310,ORD00839,CUST0083,2,,11-08-2024
REV00311,ORD00576,CUST0198,2,Product Was Damaged On Arrival.,2024-03-16
REV00312,ORD00249,CUST0088,1,Delivery Was Late And Packaging Was Bad.,19-05-2024
REV00313,ORD00535,CUST0259,2,"Poor Quality, Waste Of Money.",27-08-2024
REV00314,ORD00147,CUST0184,1,"Poor Quality, Waste Of Money.",11-09-2024
REV00315,ORD00470,CUST0244,5,Good Value For Money.,2023-04-03
REV00316,ORD00089,CUST0295,5,"Great Product, Very Satisfied!",07-15-2024
REV00317,ORD00683,CUST0033,4,Good Value For Money.,17-10-2023
REV00318,ORD00092,CUST0239,5,"Loved It, Will Buy Again.",03-12-2024
REV00319,ORD00180,CUST0223,1,Product Was Damaged On Arrival.,11-19-2023
REV00320,ORD00206,CUST0175,2,Product Was Damaged On Arrival.,04-16-2023
REV00321,ORD00591,CUST0169,4,Good Value For Money.,11-01-2023
REV00322,ORD00438,CUST0069,5,Excellent Quality And Fast Delivery.,2024-02-20
REV00323,ORD00889,CUST0102,4,Excellent Quality And Fast Delivery.,10-01-2024
REV00324,ORD00360,CUST0256,3,"Great Product, Very Satisfied!",2023-01-05
REV00325,ORD00583,CUST0149,2,"Not As Described, Very Disappointed.",04-03-2023
REV00326,ORD00129,CUST0244,5,"Great Product, Very Satisfied!",06-23-2024
REV00327,ORD00584,CUST0247,5,"Great Product, Very Satisfied!",2023-11-06
REV00328,ORD00597,CUST0228,4,Excellent Quality And Fast Delivery.,03-08-2024
REV00329,ORD00546,CUST0217,1,Delivery Was Late And Packaging Was Bad.,10-01-2024
REV00330,ORD00384,CUST0039,3,Good Value For Money.,2024-04-23
REV00331,ORD00012,CUST0202,4,"Loved It, Will Buy Again.",03-23-2023
REV00332,ORD00510,CUST0062,5,Good Value For Money.,08-08-2023
REV00333,ORD00440,CUST0031,4,"Loved It, Will Buy Again.",19-07-2023
REV00334,ORD00446,CUST0023,5,,07-26-2024
REV00335,ORD00638,CUST0115,5,,2024-04-24
REV00336,ORD00823,CUST0029,4,Excellent Quality And Fast Delivery.,2024-04-30
REV00337,ORD00733,CUST0064,5,Good Value For Money.,2024-10-19
REV00338,ORD00631,CUST0150,5,Excellent Quality And Fast Delivery.,03-18-2024
REV00339,ORD00391,CUST0265,4,Excellent Quality And Fast Delivery.,12-07-2024
REV00340,ORD00048,CUST0141,1,"Not As Described, Very Disappointed.",19-02-2024
REV00341,ORD00313,CUST0035,2,Product Was Damaged On Arrival.,17-05-2023
REV00342,ORD00182,CUST0222,4,Excellent Quality And Fast Delivery.,04-16-2024
REV00343,ORD00148,CUST0282,5,,03-25-2024
REV00344,ORD00451,CUST0084,1,,01-07-2024
REV00345,ORD00430,CUST0134,1,Product Was Damaged On Arrival.,2023-01-23
REV00346,ORD00599,CUST0114,4,"Great Product, Very Satisfied!",22-08-2023
REV00347,ORD00739,CUST0128,2,"Poor Quality, Waste Of Money.",2024-05-21
REV00348,ORD00393,CUST0031,,,06-12-2023
REV00349,ORD00026,CUST0133,1,"Poor Quality, Waste Of Money.",05-10-2023
REV00350,ORD00616,CUST0175,1,Delivery Was Late And Packaging Was Bad.,2024-09-15
REV00351,ORD00867,CUST0209,4,,01-04-2023
REV00352,ORD00341,CUST0244,4,Excellent Quality And Fast Delivery.,18-03-2024
REV00353,ORD00243,CUST0300,4,"Loved It, Will Buy Again.",2023-07-28
REV00354,ORD00008,CUST0196,2,,02-12-2024
REV00355,ORD00375,CUST0126,,"Loved It, Will Buy Again.",04-01-2023
REV00356,ORD00512,CUST0264,5,Good Value For Money.,05-02-2023
REV00357,ORD00210,CUST0128,5,Good Value For Money.,08-11-2023
REV00358,ORD00699,CUST0222,5,Good Value For Money.,10-17-2024
REV00359,ORD00806,CUST0276,2,Product Was Damaged On Arrival.,01-19-2023
REV00360,ORD00648,CUST0223,5,Good Value For Money.,06-03-2024
REV00361,ORD00704,CUST0259,2,,16-03-2024
REV00362,ORD00758,CUST0131,1,Product Was Damaged On Arrival.,04-06-2024
REV00363,ORD00359,CUST0069,2,"Poor Quality, Waste Of Money.",10-17-2023
